No.,Execution Time
3621,1.26333
3622,1.33032
3623,1.26691
3624,1.21979
3625,1.23709
3626,1.20297
3627,1.27962
3628,1.19032
3629,1.21962
3630,1.2074
3631,1.28055
3632,1.19156
3633,1.20134
3634,1.22162
3635,1.2353
3636,1.28789
3637,1.22054
3638,1.18738
3639,1.26137
3640,1.20344
3641,1.24499
3642,1.1846
3643,1.18667
3644,1.21043
3645,1.15317
3646,1.19273
3647,1.16222
3648,1.15132
3649,1.17581
3650,1.19179
3651,1.25219
3652,1.1822
3653,1.18895
3654,1.16436
3655,1.17364
3656,1.20512
3657,1.15004
3658,1.14737
3659,1.16994
3660,1.18207
3661,1.23405
3662,1.19412
3663,1.20328
3664,1.29369
3665,1.28666
3666,1.21246
3667,1.20223
3668,1.21265
3669,1.21311
3670,1.219
3671,1.20147
3672,1.1594
3673,1.16508
3674,1.16726
3675,1.16691
3676,1.16398
3677,1.20452
3678,1.20097
3679,1.19821
3680,1.19068
3681,1.15001
3682,1.16028
3683,1.14192
3684,1.1801
3685,1.14497
3686,1.16643
3687,1.13777
3688,1.26206
3689,1.2023
3690,1.16918
3691,1.17769
3692,1.17043
3693,1.14848
3694,1.1243
3695,1.14227
3696,1.20082
3697,1.17049
3698,1.17642
3699,1.2345
3700,1.17388
3701,1.18231
3702,1.16419
3703,1.17864
3704,1.18356
3705,1.15708
3706,1.15015
3707,1.13591
3708,1.12274
3709,1.13724
3710,1.18818
3711,1.20243
3712,1.15797
3713,1.15946
3714,1.17008
3715,1.17958
3716,1.22088
3717,1.18946
3718,1.14515
3719,1.18784
3720,1.20238
3721,1.28244
3722,1.26377
3723,1.16756
3724,1.19416
3725,1.15086
3726,1.18191
3727,1.19034
3728,1.17169
3729,1.2137
3730,1.28488
3731,1.18219
3732,1.18628
3733,1.20046
3734,1.16096
3735,1.16278
3736,1.28447
3737,1.22189
3738,1.20174
3739,1.25787
3740,1.17746
3741,1.14152
3742,1.17514
3743,1.2462
3744,1.23298
3745,1.16563
3746,1.19406
3747,1.21644
3748,1.14562
3749,1.1375
3750,1.19796
3751,1.22234
3752,1.26772
3753,1.20624
3754,1.18545
3755,1.17425
3756,1.16098
3757,1.12741
3758,1.19143
3759,1.1631
3760,1.1839
3761,1.15344
3762,1.2108
3763,1.22178
3764,1.23684
3765,1.20014
3766,1.1993
3767,1.23475
3768,1.22448
3769,1.14684
3770,1.16557
3771,1.17222
3772,1.21425
3773,1.1684
3774,1.18878
3775,1.15861
3776,1.16191
3777,1.17314
3778,1.16821
3779,1.18136
3780,1.23005
3781,1.21126
3782,1.18128
3783,1.18036
3784,1.20997
3785,1.15846
3786,1.2314
3787,1.18313
3788,1.21518
3789,1.17193
3790,1.15323
3791,1.20493
3792,1.18126
3793,1.15934
3794,1.16239
3795,1.23351
3796,1.22157
3797,1.18027
3798,1.2185
3799,1.16739
3800,1.2212
3801,1.20046
3802,1.20981
3803,1.18753
3804,1.27307
3805,1.26565
3806,1.27896
3807,1.30263
3808,1.27888
3809,1.21446
3810,1.22372
3811,1.21227
3812,1.14909
3813,1.18262
3814,1.22859
3815,1.26324
3816,1.29962
3817,1.23719
3818,1.29931
3819,1.27124
3820,1.26234
3821,1.34009
3822,1.31744
3823,1.31587
3824,1.21679
3825,1.24951
3826,1.20286
3827,1.29464
3828,1.27209
3829,1.26921
3830,1.26867
3831,1.26569
3832,1.19897
3833,1.22857
3834,1.22814
3835,1.2844
3836,1.21572
3837,1.15458
3838,1.21918
3839,1.23966
3840,1.22507
3841,1.22943
3842,1.17136
3843,1.29944
3844,1.26177
3845,1.23345
3846,1.2764
3847,1.21896
3848,1.27896
3849,1.29545
3850,1.31252
3851,1.19662
3852,1.21982
3853,1.2425
3854,1.15411
3855,1.1932
3856,1.24155
3857,1.32621
3858,1.26104
3859,1.25776
3860,1.24885
3861,1.21651
3862,1.18352
3863,1.28156
3864,1.24673
3865,1.24352
3866,1.26548
3867,1.25491
3868,1.24406
3869,1.21051
3870,1.2086
3871,1.22246
3872,1.20797
3873,1.17568
3874,1.25812
3875,1.22786
3876,1.26093
3877,1.27764
3878,1.21945
3879,1.27812
3880,1.22843
3881,1.17802
3882,1.22756
3883,1.22427
3884,1.2015
3885,1.14301
3886,1.23054
3887,1.19259
3888,1.20049
3889,1.24535
3890,1.27621
3891,1.2464
3892,1.15621
3893,1.19799
3894,1.21507
3895,1.1782
3896,1.17532
3897,1.22675
3898,1.21495
3899,1.2454
3900,1.1665
3901,1.21842
3902,1.16418
3903,1.14066
3904,1.17494
3905,1.18757
3906,1.1853
3907,1.19105
3908,1.15722
3909,1.19592
3910,1.22676
3911,1.18977
3912,1.22047
3913,1.18241
3914,1.21468
3915,1.25258
3916,1.15992
3917,1.16098
3918,1.16547
3919,1.18298
3920,1.26407
3921,1.15506
3922,1.1566
3923,1.17068
3924,1.159
3925,1.14395
3926,1.19565
3927,1.1895
3928,1.20821
3929,1.17892
3930,1.28828
3931,1.23573
3932,1.28441
3933,1.22872
3934,1.15869
3935,1.1909
3936,1.18879
3937,1.18558
3938,1.19771
3939,1.21193
3940,1.28587
3941,1.21371
3942,1.17644
3943,1.15927
3944,1.17931
3945,1.1546
3946,1.18167
3947,1.15277
3948,1.23442
3949,1.19079
3950,1.22696
3951,1.1958
3952,1.15875
3953,1.21195
3954,1.2067
3955,1.1896
3956,1.21161
3957,1.21434
3958,1.20617
3959,1.22492
3960,1.22891
3961,1.21934
3962,1.27334
3963,1.20862
3964,1.21616
3965,1.25962
3966,1.16755
3967,1.15496
3968,1.22077
3969,1.22014
3970,1.21631
3971,1.27746
3972,1.18503
3973,1.19834
3974,1.18462
3975,1.1524
3976,1.15399
3977,1.14321
3978,1.18658
3979,1.15152
3980,1.18198
3981,1.21987
3982,1.18804
3983,1.17248
3984,1.19369
3985,1.23022
3986,1.16298
3987,1.18798
3988,1.32081
3989,1.26628
3990,1.28366
3991,1.17328
3992,1.2251
3993,1.16359
3994,1.17605
3995,1.17181
3996,1.137
3997,1.23182
3998,1.20549
3999,1.2108
4000,1.13273
4001,1.1458
4002,1.15338
4003,1.17326
4004,1.13817
4005,1.14642
4006,1.16235
4007,1.14474
4008,1.14399
4009,1.24104
4010,1.22073
4011,1.16563
4012,1.17941
4013,1.17072
4014,1.2197
4015,1.22609
4016,1.20603
4017,1.18889
4018,1.19988
4019,1.17303
4020,1.1495
4021,1.20334
4022,1.23122
4023,1.17374
4024,1.17915
4025,1.17294
4026,1.25009
4027,1.23903
4028,1.17991
4029,1.20943
4030,1.25964
4031,1.2191
4032,1.21817
4033,1.21833
4034,1.20192
4035,1.23296
4036,1.22952
4037,1.2325
4038,1.17536
4039,1.18596
4040,1.22547
4041,1.27697
4042,1.21679
4043,1.2432
4044,1.23372
4045,1.24717
4046,1.20289
4047,1.1704
4048,1.21007
4049,1.18239
4050,1.25255
4051,1.24136
4052,1.22542
4053,1.19536
4054,1.23952
4055,1.21338
4056,1.17649
4057,1.1724
4058,1.24786
4059,1.24167
4060,1.23958
4061,1.16435
4062,1.26604
4063,1.22696
4064,1.19194
4065,1.1785
4066,1.2362
4067,1.23384
4068,1.23541
4069,1.25881
4070,1.23318
4071,1.24467
4072,1.1719
4073,1.25294
4074,1.24036
4075,1.2006
4076,1.24958
4077,1.26184
4078,1.18093
4079,1.19148
4080,1.17166
4081,1.18202
4082,1.15986
4083,1.25267
4084,1.2217
4085,1.13461
4086,1.20784
4087,1.18399
4088,1.14011
4089,1.14724
4090,1.19524
4091,1.17994
4092,1.21004
4093,1.14981
4094,1.16814
4095,1.1358
4096,1.11997
4097,1.16832
4098,1.13721
4099,1.18773
4100,1.15061
4101,1.13696
4102,1.12964
4103,1.14461
4104,1.14406
4105,1.18899
4106,1.15561
4107,1.18615
4108,1.12993
4109,1.23712
4110,1.18905
4111,1.15085
4112,1.18091
4113,1.14109
4114,1.20998
4115,1.20609
4116,1.19975
4117,1.12264
4118,1.16377
4119,1.15196
4120,1.15036
4121,1.17695
4122,1.25485
4123,1.16656
4124,1.1671
4125,1.22305
4126,1.18038
4127,1.21744
4128,1.13337
4129,1.17317
4130,1.13962
4131,1.15316
4132,1.17017
4133,1.20386
4134,1.22699
4135,1.23397
4136,1.16957
4137,1.18757
4138,1.19538
4139,1.14511
4140,1.16854
4141,1.20341
4142,1.20891
4143,1.16247
4144,1.18802
4145,1.15731
4146,1.16359
4147,1.14703
4148,1.1563
4149,1.13857
4150,1.16129
4151,1.16823
4152,1.13944
4153,1.13995
4154,1.19137
4155,1.16372
4156,1.24618
4157,1.16229
4158,1.18523
4159,1.17062
4160,1.17645
4161,1.21544
4162,1.1646
4163,1.18684
4164,1.2092
4165,1.19698
4166,1.24073
4167,1.26372
4168,1.18812
4169,1.20648
4170,1.24954
4171,1.2607
4172,1.22443
4173,1.24412
4174,1.19693
4175,1.23994
4176,1.22099
4177,1.23995
4178,1.19547
4179,1.20145
4180,1.18886
4181,1.14324
4182,1.1987
4183,1.2415
4184,1.1954
4185,1.24726
4186,1.24883
4187,1.26164
4188,1.2265
4189,1.20389
4190,1.19173
4191,1.21532
4192,1.18805
4193,1.26716
4194,1.28444
4195,1.23674
4196,1.20596
4197,1.18676
4198,1.19373
4199,1.24533
4200,1.22154
4201,1.2706
4202,1.28931
4203,1.29257
4204,1.29036
4205,1.25678
4206,1.31678
4207,1.26721
4208,1.25606
4209,1.29768
4210,1.28143
4211,1.24473
4212,1.304
4213,1.30092
4214,1.32922
4215,1.32221
4216,1.26325
4217,1.22197
4218,1.33087
4219,1.22228
4220,1.24346
4221,1.32939
4222,1.25166
4223,1.22832
4224,1.245
4225,1.31914
4226,1.28001
4227,1.25296
4228,1.28272
4229,1.19507
4230,1.25468
4231,1.2339
4232,1.25433
4233,1.28232
4234,1.21524
4235,1.25886
4236,1.19448
4237,1.19276
4238,1.15323
4239,1.17148
4240,1.29779
4241,1.28498
4242,1.32067
4243,1.24464
4244,1.23606
4245,1.22461
4246,1.21445
4247,1.21539
4248,1.28021
4249,1.24888
4250,1.15563
4251,1.23067
4252,1.20981
4253,1.27427
4254,1.2604
4255,1.22129
4256,1.29803
4257,1.22485
4258,1.21972
4259,1.24014
4260,1.23669
4261,1.26587
4262,1.30733
4263,1.2715
4264,1.26258
4265,1.3241
4266,1.27267
4267,1.1764
4268,1.18427
4269,1.23573
4270,1.19403
4271,1.16407
4272,1.23724
4273,1.19838
4274,1.24868
4275,1.22938
4276,1.26299
4277,1.24454
4278,1.2237
4279,1.29463
4280,1.28269
4281,1.2612
4282,1.6268
4283,1.27237
4284,1.23171
4285,1.21004
4286,1.24315
4287,1.19189
4288,1.24147
4289,1.26401
4290,1.27685
4291,1.27605
4292,1.29619
4293,1.21791
4294,1.24206
4295,1.24256
4296,1.22399
4297,1.24672
4298,1.19259
4299,1.24868
4300,1.26262
4301,1.17518
4302,1.19775
4303,1.25586
4304,1.16286
4305,1.27496
4306,1.25013
4307,1.22106
4308,1.23383
4309,1.26882
4310,1.20875
4311,1.33309
4312,1.21799
4313,1.30514
4314,1.24077
4315,1.21395
4316,1.32568
4317,1.31908
4318,1.3066
4319,1.21708
4320,1.30132
4321,1.27911
4322,1.30377
4323,1.22458
4324,1.18224
4325,1.2512
4326,1.25644
4327,1.24724
4328,1.24722
4329,1.25498
4330,1.19101
4331,1.2231
4332,1.33364
4333,1.34113
4334,1.27084
4335,1.2578
4336,1.23256
4337,1.25313
4338,1.26569
4339,1.25085
4340,1.26799
4341,1.27198
4342,1.24043
4343,1.27267
4344,1.23992
4345,1.23024
4346,1.15892
4347,1.20423
4348,1.25942
4349,1.22978
4350,1.26964
4351,1.24725
4352,1.32734
4353,1.359
4354,1.24929
4355,1.28806
4356,1.2724
4357,1.31918
4358,1.32712
4359,1.23516
4360,1.29093
4361,1.26088
4362,1.23053
4363,1.24134
4364,1.23721
4365,1.25606
4366,1.21877
4367,1.20912
4368,1.23834
4369,1.21364
4370,1.28489
4371,1.33118
4372,1.25627
4373,1.32993
4374,1.23796
4375,1.22253
4376,1.22752
4377,1.23954
4378,1.24111
4379,1.17383
4380,1.16768
4381,1.17613
4382,1.16329
4383,1.17507
4384,1.22442
4385,1.25013
4386,1.21825
4387,1.18266
4388,1.19978
4389,1.19549
4390,1.41372
4391,1.18998
4392,1.2198
4393,1.2516
4394,1.21926
4395,1.16859
4396,1.22771
4397,1.19085
4398,1.16389
4399,1.16416
4400,1.22375
4401,1.23043
4402,1.26132
4403,1.16586
4404,1.22827
4405,1.24676
4406,1.14809
4407,1.14908
4408,1.14463
4409,1.18714
4410,1.18518
4411,1.15183
4412,1.15645
4413,1.14834
4414,1.19717
4415,1.19151
4416,1.16835
4417,1.12805
4418,1.17027
4419,1.14599
4420,1.15486
4421,1.14106
4422,1.14627
4423,1.20504
4424,1.21975
4425,1.20697
4426,1.17416
4427,1.22303
4428,1.14514
4429,1.19224
4430,1.15326
4431,1.1391
4432,1.20002
4433,1.17515
4434,1.15165
4435,1.14244
4436,1.15622
4437,1.18436
4438,1.11629
4439,1.13337
4440,1.15503
4441,1.20292
4442,1.13909
4443,1.16076
4444,1.18462
4445,1.12748
4446,1.1662
4447,1.19405
4448,1.15171
4449,1.15396
4450,1.21409
4451,1.2316
4452,1.24285
4453,1.17946
4454,1.18841
4455,1.17499
4456,1.18192
4457,1.17357
4458,1.2366
4459,1.13568
4460,1.13798
4461,1.18721
4462,1.19705
4463,1.15533
4464,1.14618
4465,1.17738
4466,1.2082
4467,1.2209
4468,1.21749
4469,1.15198
4470,1.12561
4471,1.15184
4472,1.12703
4473,1.16264
4474,1.15128
4475,1.19127
4476,1.18551
4477,1.19065
4478,1.14854
4479,1.15263
4480,1.13864
4481,1.16735
4482,1.22332
4483,1.17182
4484,1.24185
4485,1.19049
4486,1.21099
4487,1.24742
4488,1.21075
4489,1.16449
4490,1.19254
4491,1.1633
4492,1.17426
4493,1.19687
4494,1.21704
4495,1.18233
4496,1.17297
4497,1.14564
4498,1.15349
4499,1.15073
4500,1.18092
4501,1.20703
4502,1.15125
4503,1.16836
4504,1.19857
4505,1.154
4506,1.18583
4507,1.15663
4508,1.21145
4509,1.18988
4510,1.16251
4511,1.17308
4512,1.17224
4513,1.14588
4514,1.22906
4515,1.24773
4516,1.20146
4517,1.18687
4518,1.20189
4519,1.17568
4520,1.17503
4521,1.14389
4522,1.16327
4523,1.1386
4524,1.20535
4525,1.21763
4526,1.17843
4527,1.2565
4528,1.15755
4529,1.15211
4530,1.17672
4531,1.16489
4532,1.2118
4533,1.15583
4534,1.194
4535,1.23001
4536,1.22791
4537,1.28285
4538,1.19321
4539,1.25186
4540,1.19474
4541,1.16442
4542,1.19961
4543,1.20364
4544,1.21873
4545,1.19926
4546,1.15998
4547,1.28353
4548,1.19204
4549,1.25652
4550,1.18007
4551,1.25342
4552,1.1791
4553,1.29639
4554,1.2468
4555,1.22104
4556,1.21093
4557,1.27852
4558,1.28024
4559,1.27491
4560,1.21068
4561,1.30393
4562,1.27733
4563,1.27826
4564,1.28694
4565,1.31118
4566,1.22539
4567,1.17773
4568,1.2745
4569,1.33432
4570,1.28109
4571,1.23528
4572,1.35519
4573,1.31486
4574,1.26984
4575,1.23239
4576,1.29078
4577,1.25592
4578,1.22009
4579,1.27806
4580,1.23325
4581,1.26276
4582,1.29016
4583,1.22654
4584,1.34503
4585,1.3161
4586,1.25821
4587,1.23852
4588,1.23182
4589,1.16504
4590,1.27821
4591,1.21622
4592,1.2316
4593,1.27491
4594,1.27449
4595,1.25082
4596,1.20563
4597,1.22543
4598,1.21304
4599,1.25533
4600,1.31711
4601,1.24855
4602,1.27483
4603,1.2032
4604,1.21576
4605,1.2071
4606,1.26795
4607,1.27206
4608,1.31874
4609,1.23043
4610,1.24944
4611,1.23091
4612,1.19962
4613,1.2372
4614,1.16695
4615,1.18425
4616,1.19109
4617,1.20976
4618,1.1631
4619,1.16439
4620,1.1609
4621,1.18461
4622,1.29049
4623,1.25637
4624,1.21475
4625,1.19071
4626,1.18375
4627,1.16442
4628,1.19581
4629,1.23288
4630,1.15781
4631,1.22535
4632,1.22605
4633,1.24581
4634,1.28836
4635,1.25272
4636,1.249
4637,1.18268
4638,1.21363
4639,1.19714
4640,1.17675
4641,1.17383
4642,1.22585
4643,1.19841
4644,1.24788
4645,1.19553
4646,1.1671
4647,1.1796
4648,1.1967
4649,1.27348
4650,1.25309
4651,1.20559
4652,1.15231
4653,1.16698
4654,1.22419
4655,1.1864
4656,1.23857
4657,1.14577
4658,1.21556
4659,1.13997
4660,1.14171
4661,1.15796
4662,1.165
4663,1.14681
4664,1.19317
4665,1.17302
4666,1.19394
4667,1.16497
4668,1.14621
4669,1.12635
4670,1.20178
4671,1.14523
4672,1.16111
4673,1.18334
4674,1.21504
4675,1.19397
4676,1.1841
4677,1.19281
4678,1.19205
4679,1.14706
4680,1.1756
4681,1.21744
4682,1.17669
4683,1.23985
4684,1.22632
4685,1.20181
4686,1.22027
4687,1.15537
4688,1.19546
4689,1.18092
4690,1.17106
4691,1.2192
4692,1.21164
4693,1.20026
4694,1.22775
4695,1.18865
4696,1.17451
4697,1.21406
4698,1.16252
4699,1.19181
4700,1.18921
4701,1.18748
4702,1.14497
4703,1.1826
4704,1.20025
4705,1.2214
4706,1.20622
4707,1.2586
4708,1.23501
4709,1.22686
4710,1.25934
4711,1.21783
4712,1.19172
4713,1.23964
4714,1.21042
4715,1.2211
4716,1.22739
4717,1.23999
4718,1.27004
4719,1.14357
4720,1.23518
4721,1.17795
4722,1.22823
4723,1.2691
4724,1.23588
4725,1.25614
4726,1.25209
4727,1.20731
4728,1.20408
4729,1.23612
4730,1.20496
4731,1.19587
4732,1.22938
4733,1.2435
4734,1.22105
4735,1.25483
4736,1.24953
4737,1.24374
4738,1.1724
4739,1.184
4740,1.15004
4741,1.17416
4742,1.14796
4743,1.13907
4744,1.20209
4745,1.20007
4746,1.18305
4747,1.31847
4748,1.2091
4749,1.18734
4750,1.18854
4751,1.2267
4752,1.31466
4753,1.23041
4754,1.19581
4755,1.19182
4756,1.2138
4757,1.19979
4758,1.22787
4759,1.23823
4760,1.22605
4761,1.33527
4762,1.21706
4763,1.18794
4764,1.23389
4765,1.21445
4766,1.14601
4767,1.20485
4768,1.2188
4769,1.2721
4770,1.2943
4771,1.30642
4772,1.26648
4773,1.22524
4774,1.22113
4775,1.24278
4776,1.2175
4777,1.20568
4778,1.27169
4779,1.24567
4780,1.22548
4781,1.2221
4782,1.26084
4783,1.20211
4784,1.2644
4785,1.27232
4786,1.18578
4787,1.20267
4788,1.21536
4789,1.19307
4790,1.21953
4791,1.19222
4792,1.13965
4793,1.21788
4794,1.24389
4795,1.1952
4796,1.2238
4797,1.20139
4798,1.17541
4799,1.21082
4800,1.26079
4801,1.3017
4802,1.241
4803,1.13847
4804,1.17382
4805,1.20665
4806,1.15888
4807,1.17811
4808,1.26146
4809,1.25892
4810,1.22813
4811,1.19281
4812,1.23621
4813,1.22196
4814,1.21196
4815,1.34253
4816,1.68073
4817,1.23344
4818,1.25642
4819,1.25182
4820,1.19829
4821,1.2492
4822,1.24377
4823,1.2161
4824,1.20397
4825,1.25714
4826,1.20921
4827,1.22886
4828,1.18492
4829,1.21189
4830,1.21386
4831,1.22607
4832,1.21571
4833,1.22643
4834,1.23745
4835,1.26129
4836,1.26231
4837,1.22028
4838,1.26056
4839,1.16187
4840,1.16284
4841,1.20762
4842,1.23417
4843,1.17267
4844,1.23537
4845,1.19359
4846,1.27418
4847,1.20856
4848,1.2168
4849,1.16073
4850,1.19433
4851,1.20053
4852,1.19251
4853,1.22238
4854,1.20918
4855,1.25065
4856,1.27209
4857,1.4557
4858,1.17008
4859,1.23518
4860,1.21741
4861,1.22055
4862,1.2234
4863,1.21451
4864,1.17783
4865,1.21985
4866,1.17095
4867,1.18552
4868,1.27075
4869,1.22722
4870,1.25127
4871,1.26248
4872,1.22306
4873,1.21477
4874,1.2124
4875,1.22937
4876,1.18246
4877,1.22667
4878,1.1683
4879,1.206
4880,1.18703
4881,1.17021
4882,1.19393
4883,1.15958
4884,1.28696
4885,1.24418
4886,1.18776
4887,1.21013
4888,1.24492
4889,1.21611
4890,1.19765
4891,1.21095
4892,1.23883
4893,1.22484
4894,1.21703
4895,1.21665
4896,1.2061
4897,1.21284
4898,1.2264
4899,1.242
4900,1.23877
4901,1.1906
4902,1.23315
4903,1.24099
4904,1.20902
4905,1.18125
4906,1.20134
4907,1.17614
4908,1.18664
4909,1.21264
4910,1.17462
4911,1.16077
4912,1.24782
4913,1.18799
4914,1.23475
4915,1.19971
4916,1.20619
4917,1.25302
4918,1.17769
4919,1.21125
4920,1.22586
4921,1.2359
4922,1.25532
4923,1.23961
4924,1.27067
4925,1.25383
4926,1.2078
4927,1.25484
4928,1.26837
4929,1.25646
4930,1.32193
4931,1.24802
4932,1.22311
4933,1.25051
4934,1.2508
4935,1.19628
4936,1.21866
4937,1.20753
4938,1.25972
4939,1.17727
4940,1.23099
4941,1.18402
4942,1.21356
4943,1.25473
4944,1.2084
4945,1.15357
4946,1.18891
4947,1.18164
4948,1.21383
4949,1.19556
4950,1.25102
4951,1.25943
4952,1.24789
4953,1.16374
4954,1.19439
4955,1.22813
4956,1.21402
4957,1.22111
4958,1.12482
4959,1.14606
4960,1.17264
4961,1.29275
4962,1.14798
4963,1.29589
4964,1.15944
4965,1.17295
4966,1.25506
4967,1.15405
4968,1.16845
4969,1.24669
4970,1.17485
4971,1.21693
4972,1.16346
4973,1.16868
4974,1.18378
4975,1.18154
4976,1.18776
4977,1.20907
4978,1.2758
4979,1.17806
4980,1.26729
4981,1.27959
4982,1.17418
4983,1.18784
4984,1.22683
4985,1.16333
4986,1.16965
4987,1.1631
4988,1.18632
4989,1.20671
4990,1.20921
4991,1.20682
4992,1.17314
4993,1.21133
4994,1.21374
4995,1.16415
4996,1.18966
4997,1.21413
4998,1.1861
4999,1.1666
5000,1.21921
5001,1.15857
5002,1.15432
5003,1.20333
5004,1.19103
5005,1.18415
5006,1.16756
5007,1.13511
5008,1.14588
5009,1.15677
5010,1.14959
5011,1.16412
5012,1.12499
5013,1.174
5014,1.13283
5015,1.15912
5016,1.16455
5017,1.16245
5018,1.14925
5019,1.20082
5020,1.17856
5021,1.13275
5022,1.16343
5023,1.26546
5024,1.23961
5025,1.2331
5026,1.24353
5027,1.19966
5028,1.24593
5029,1.25872
5030,1.17738
5031,1.26241
5032,1.23377
5033,1.2073
5034,1.19617
5035,1.23191
5036,1.26383
5037,1.21573
5038,1.20803
5039,1.16661
5040,1.22715
5041,1.23352
5042,1.20107
5043,1.222
5044,1.19128
5045,1.19294
5046,1.18844
5047,1.162
5048,1.1987
5049,1.21226
5050,1.20563
5051,1.24588
5052,1.2187
5053,1.20331
5054,1.17957
5055,1.20144
5056,1.2192
5057,1.19812
5058,1.23933
5059,1.16608
5060,1.19878
5061,1.20912
5062,1.23391
5063,1.20781
5064,1.225
5065,1.23933
5066,1.23977
5067,1.2117
5068,1.30501
5069,1.25208
5070,1.25104
5071,1.33555
5072,1.23765
5073,1.26015
5074,1.26691
5075,1.25931
5076,1.25075
5077,1.25316
5078,1.29769
5079,1.28118
5080,1.27179
5081,1.28631
5082,1.22639
5083,1.29776
5084,1.28343
5085,1.29493
5086,1.28284
5087,1.279
5088,1.25117
5089,1.24502
5090,1.212
5091,1.22867
5092,1.27493
5093,1.21364
5094,1.19895
5095,1.23104
5096,1.22843
5097,1.2631
5098,1.23311
5099,1.27235
5100,1.28774
5101,1.27528
5102,1.23758
5103,1.24362
5104,1.25115
5105,1.22701
5106,1.26766
5107,1.33283
5108,1.22762
5109,1.28887
5110,1.24305
5111,1.20881
5112,1.22303
5113,1.23459
5114,1.24117
5115,1.30797
5116,1.23525
5117,1.23932
5118,1.23399
5119,1.27599
5120,1.31987
5121,1.2019
5122,1.25939
5123,1.21523
5124,1.19322
5125,1.25373
5126,1.27009
5127,1.22432
5128,1.23787
5129,1.23076
5130,1.2527
5131,1.26763
5132,1.19636
5133,1.25825
5134,1.26457
5135,1.26098
5136,1.24681
5137,1.20193
5138,1.22843
5139,1.24952
5140,1.21786
5141,1.23087
5142,1.23768
5143,1.2589
5144,1.236
5145,1.24424
5146,1.25574
5147,1.20766
5148,1.23997
5149,1.20879
5150,1.19812
5151,1.18886
5152,1.22333
5153,1.21469
5154,1.25402
5155,1.55689
5156,1.21904
5157,1.24668
5158,1.24932
5159,1.26738
5160,1.18913
5161,1.21593
5162,1.24504
5163,1.18495
5164,1.21437
5165,1.26915
5166,1.18975
5167,1.18986
5168,1.26438
5169,1.26035
5170,1.22479
5171,1.22913
5172,1.22571
5173,1.2612
5174,1.19288
5175,1.2204
5176,1.20931
5177,1.24683
5178,1.19413
5179,1.25432
5180,1.22938
5181,1.23957
5182,1.20663
5183,1.21948
5184,1.23117
5185,1.17402
5186,1.25357
5187,1.28964
5188,1.18498
5189,1.2203
5190,1.25603
5191,1.23941
5192,1.17959
5193,1.24111
5194,1.20556
5195,1.25602
5196,1.25916
5197,1.26434
5198,1.19827
5199,1.2261
5200,1.21837
5201,1.18582
5202,1.17079
5203,1.13675
5204,1.22901
5205,1.20895
5206,1.26515
5207,1.31265
5208,1.40279
5209,1.26495
5210,1.21177
5211,1.2752
5212,1.19996
5213,1.20848
5214,1.21131
5215,1.22945
5216,1.21831
5217,1.21597
5218,1.21918
5219,1.22444
5220,1.25935
5221,1.25412
5222,1.16391
5223,1.19
5224,1.20438
5225,1.1707
5226,1.21264
5227,1.1549
5228,1.19914
5229,1.2322
5230,1.18662
5231,1.18048
5232,1.20893
5233,1.20296
5234,1.18599
5235,1.26697
5236,1.19264
5237,1.21226
5238,1.24573
5239,1.23997
5240,1.22051
5241,1.2305
5242,1.21654
5243,1.24301
5244,1.26803
5245,1.18316
5246,1.18178
5247,1.25652
5248,1.16506
5249,1.20218
5250,1.26536
5251,1.22019
5252,1.22885
5253,1.22393
5254,1.19811
5255,1.19821
5256,1.24299
5257,1.30523
5258,1.23172
5259,1.26576
5260,1.27169
5261,1.22491
5262,1.25038
5263,1.28064
5264,1.29661
5265,1.24901
5266,1.28249
5267,1.23718
5268,1.21177
5269,1.25254
5270,1.22086
5271,1.23482
5272,1.19469
5273,1.26332
5274,1.23822
5275,1.30229
5276,1.23281
5277,1.23497
5278,1.17376
5279,1.24456
5280,1.23272
5281,1.24999
5282,1.2639
5283,1.33394
5284,1.20759
5285,1.24888
5286,1.26973
5287,1.25782
5288,1.23994
5289,1.20831
5290,1.21497
5291,1.16285
5292,1.21175
5293,1.22022
5294,1.16083
5295,1.22275
5296,1.13764
5297,1.14463
5298,1.20307
5299,1.15515
5300,1.19069
5301,1.16137
5302,1.172
5303,1.1932
5304,1.19685
5305,1.30886
5306,1.29332
5307,1.20998
5308,1.15887
5309,1.21351
5310,1.1671
5311,1.19482
5312,1.2209
5313,1.17224
5314,1.17654
5315,1.15908
5316,1.1989
5317,1.19401
5318,1.24345
5319,1.15825
5320,1.16437
5321,1.1824
5322,1.16296
5323,1.14228
5324,1.15203
5325,1.18636
5326,1.13981
5327,1.22351
5328,1.19432
5329,1.20681
5330,1.14868
5331,1.19425
5332,1.18163
5333,1.22837
5334,1.21751
5335,1.2116
5336,1.14943
5337,1.18779
5338,1.17381
5339,1.16071
5340,1.2019
5341,1.16908
5342,1.14377
5343,1.18103
5344,1.13559
5345,1.18627
5346,1.09792
5347,1.1239
5348,1.11527
5349,1.1141
5350,1.12606
5351,1.16386
5352,1.13464
5353,1.14977
5354,1.18115
5355,1.18254
5356,1.20541
5357,1.1905
5358,1.18134
5359,1.16953
5360,1.11647
5361,1.12731
5362,1.15696
5363,1.14497
5364,1.16939
5365,1.15105
5366,1.12441
5367,1.11026
5368,1.16788
5369,1.16571
5370,1.14851
5371,1.12096
